"X","Deal.Type","Primary.Asset.Type","Investors.Buyers.Firms.","Bought.From.Sellers.Firms.","Asset.Cities","Assets.Types","Assets","Buyer.Type","Seller.Type","Deal.Size.Usd.Mn.","No.Of.Assets","Total.Size.Sq.Ft.","distance.x","Year_Month","Town","distance","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate.Own.children.under.6.years","Estimate.Own.children.6.to.17.years","Estimate.Car..truck..or.van....drove.alone","Estimate.Car..truck..or.van....carpooled","Estimate.Public.transportation..excluding.taxicab.","Estimate.Walked","Estimate.Worked.at.home","Estimate.Mean.travel.time.to.work..minutes.","Estimate.Management..business..science..and.arts.occupations","Estimate.Service.occupations","Estimate.Sales.and.office.occupations","Estimate.Natural.resources..construction..and.maintenance.occupations","Estimate.Production..transportation..and.material.moving.occupations","Estimate.Agriculture..forestry..fishing.and.hunting..and.mining","Estimate.Construction","Estimate.Manufacturing","Estimate.Wholesale.trade","Estimate.Retail.trade","Estimate.Transportation.and.warehousing..and.utilities","Estimate.Information","Estimate.Finance.and.insurance..and.real.estate.and.rental.and.leasing","Estimate.Professional..scientific..and.management..and.administrative.and.waste.management.services","Estimate.Educational.services..and.health.care.and.social.assistance","Estimate.Arts..entertainment..and.recreation..and.accommodation.and.food.services","Estimate.Other.services..except.public.administration","Estimate.Public.administration","Estimate.Private.wage.and.salary.workers","Estimate.Government.workers","Estimate.Self.employed.in.own.not.incorporated.business.workers","Estimate.Unpaid.family.workers","Estimate.Median.household.income..dollars.","Estimate.With.earnings","Estimate.With.Social.Security","Estimate.With.retirement.income","Estimate.With.Supplemental.Security.Income","Estimate.With.cash.public.assistance.income","Estimate.With.Food.Stamp.SNAP.benefits.in.the.past.12.months","Estimate.With.health.insurance.coverage","Estimate.With.health.insurance.coverage..With.private.health.insurance","Estimate.With.health.insurance.coverage..With.public.coverage","Estimate.No.health.insurance.coverage","Opportunity_Zone","Year","Address","longitude","latitude","long_center","lat_center","sanity_check","full_address","lat.census.town","lon.census.town"
2747,"Single Asset","Industrial","Terreno Realty Corporation","Unidentified Seller/s","Torrance","Industrial, Distribution Warehouse","19601 Hamilton Avenue","Fund Manager","Other",12.4,NA,72808,NA,"2011-08","Torrance",5325.21333424063,0.1,6490615,5734810,755805,11.6,512747.160014996,2011,"9842","21670","55591","4674","2330","1478","2351",26.2,"33842","6707","17545","5663","5401",169,2966,10392,2558,5711,3772,2606,5412,10557,12591,5913,4063,2448,55472,8006,5632,48,73744,44090,16001,9167,1889,1293,995,129222,109427,33963,16519,1,2011,"19601 Hamilton Avenue, Torrance, California",-118.2869035,33.8527185,-118.3413606,33.8371392,"Pass","Torrance, California",33.8371392,-118.3413606
2576,"Single Asset","Industrial","Hager Pacific Properties","Dow Chemical Company Pension Fund","Torrance","Industrial, Distribution Warehouse, Manufacturing","19500 Mariner Avenue","Fund Manager","Investor",12.4,1,NA,NA,"2012-04","Torrance",2057.34688569575,0.14,6448230,5766706,681524,10.6,488517.821621444,2012,"8314","20783","58549","4714","959","1464","3639",24.4,"33586","9809","19594","2808","6895",179,1667,10679,2433,9549,4112,2927,4512,9223,13532,7598,3761,2520,58654,8821,4777,440,71790,43561,15953,9899,1315,852,1519,129348,111667,31328,16968,1,2012,"19500 Mariner Avenue, Torrance, California",-118.3510208,33.8537883,-118.3413606,33.8371392,"Pass","Torrance, California",33.8371392,-118.3413606
2304,"Single Asset","Retail","UBS AM - Client Coverage, Vestar","Principal Global Investors","Rolling Hills Estates","Retail, Shopping Center","Peninsula Shopping Center","Fund Manager","Fund Manager",87.3,NA,274257,NA,"2013-03","Torrance",2239.24535487007,0.14,6503504,5895990,607514,9.3,532022.968227316,2013,"9354","20292","56906","5394","1663","1975","3550",27,"36488","9968","17456","3689","5095",200,2157,9987,3384,7722,3760,2637,4661,9840,16006,5972,3677,2693,56215,10650,5831,0,76597,46494,15261,10039,2978,527,1495,131269,109589,35282,15405,1,2013,"Peninsula Shopping Center, Rolling Hills Estates, California",-118.3765414,33.7747401,-118.3581284,33.7877943,"Pass","Torrance, California",33.8371392,-118.3413606
2236,"Single Asset","Retail","Saban Capital Group, Combined Properties","Unidentified Seller/s","Rancho Palos Verdes","Retail, Shopping Center","The Terraces Shopping Center","Fund Manager, Fund Manager","Other",37.3,NA,173134,NA,"2013-06","Torrance",5581.90865304352,0.09,6531162,5935454,595708,9.1,537715.730143683,2013,"9354","20292","56906","5394","1663","1975","3550",27,"36488","9968","17456","3689","5095",200,2157,9987,3384,7722,3760,2637,4661,9840,16006,5972,3677,2693,56215,10650,5831,0,76597,46494,15261,10039,2978,527,1495,131269,109589,35282,15405,1,2013,"The Terraces Shopping Center, Rancho Palos Verdes, California",-118.3111625,33.7559615,-118.3707683,33.7483311,"Pass","Torrance, California",33.8371392,-118.3413606
1942,"Single Asset","Industrial","Rexford Industrial","Unidentified Seller/s","Torrance","Industrial, Manufacturing","1500-1510 West 228th Street","Fund Manager","Other",6.6,NA,88330,NA,"2014-02","Torrance",4014.17535358528,0.07,6510305,5988835,521470,8,596534.063586806,2014,"9823","21834","56516","4583","1081","825","3613",29,"35377","8801","18455","3284","4452",174,1521,11772,3136,7300,3979,2489,4420,10406,13837,5475,3390,2470,55992,9629,4748,0,80198,42364,16637,10005,2504,517,1545,137914,114652,38931,9685,1,2014,"1500-1510 West 228th Street, Torrance, California",-118.3039052,33.8189129,-118.3413606,33.8371392,"Pass","Torrance, California",33.8371392,-118.3413606
1968,"Single Asset","Residential","MWest Holdings","Fairfield Residential","Torrance","Residential, Multi-Family","Milano Apartments","Fund Manager","Fund Manager",6.6,NA,183300,NA,"2014-02","Torrance",1941.28534466202,0.07,6510305,5988835,521470,8,596534.063586806,2014,"9823","21834","56516","4583","1081","825","3613",29,"35377","8801","18455","3284","4452",174,1521,11772,3136,7300,3979,2489,4420,10406,13837,5475,3390,2470,55992,9629,4748,0,80198,42364,16637,10005,2504,517,1545,137914,114652,38931,9685,1,2014,"Milano Apartments, Torrance, California",-118.3619003,33.8407526,-118.3413606,33.8371392,"Pass","Torrance, California",33.8371392,-118.3413606
1540,"Single Asset","Office","Unidentified Buyer/s","Jamison","Torrance","Office","22939 Hawthorne Boulevard","Other","Fund Manager",5.5,NA,27495,NA,"2015-02","Torrance",2257.66346298561,0.11,6577058,6130045,447013,6.8,629225.707628963,2015,"10052","19494","56553","6266","896","602","3537",27.7,"36450","10116","18768","2938","5241",0,2112,8707,1810,7551,4627,1913,6425,10502,16407,7620,3685,2154,57913,8238,7282,80,79921,43465,14773,9113,2697,735,1648,139164,114468,37829,8504,1,2015,"22939 Hawthorne Boulevard, Torrance, California",-118.3516036,33.8187296,-118.3413606,33.8371392,"Pass","Torrance, California",33.8371392,-118.3413606
1358,"Single Asset","Office","The Muller Company, BGO","Jamison","Torrance","Office","Del Amo Financial Center","Fund Manager, Fund Manager","Fund Manager",62.5,NA,350255,NA,"2015-06","Torrance",653.058748770231,0.13,6561061,6150129,410932,6.3,630060.112277502,2015,"10052","19494","56553","6266","896","602","3537",27.7,"36450","10116","18768","2938","5241",0,2112,8707,1810,7551,4627,1913,6425,10502,16407,7620,3685,2154,57913,8238,7282,80,79921,43465,14773,9113,2697,735,1648,139164,114468,37829,8504,1,2015,"Del Amo Financial Center, Torrance, California",-118.3478385,33.8348018,-118.3413606,33.8371392,"Pass","Torrance, California",33.8371392,-118.3413606
1328,"Single Asset","Office","The Muller Company, BGO","Jamison","Torrance","Office","21515-21615 Hawthorne Boulevard","Fund Manager, Fund Manager","Fund Manager",62.5,NA,353012,NA,"2015-07","Torrance",1263.57666026946,0.13,6551546,6153367,398179,6.1,630356.054857156,2015,"10052","19494","56553","6266","896","602","3537",27.7,"36450","10116","18768","2938","5241",0,2112,8707,1810,7551,4627,1913,6425,10502,16407,7620,3685,2154,57913,8238,7282,80,79921,43465,14773,9113,2697,735,1648,139164,114468,37829,8504,1,2015,"21515-21615 Hawthorne Boulevard, Torrance, California",-118.3537991,33.8324389,-118.3413606,33.8371392,"Pass","Torrance, California",33.8371392,-118.3413606
278,"Single Asset","Office","Optimus Properties","Transpacific Development Company","Torrance","Office, Government Building","2325 Crenshaw Boulevard","Fund Manager","Fund Manager",15.75,NA,60804,NA,"2019-02","Torrance",1726.95797472066,2.4,6738881,6455419,283462,4.2,812842.200117838,2019,"8712","19780","59815","5488","1375","1076","4652",29.9,"44034","7773","15258","2145","6324",0,2356,10994,4040,6479,4990,2566,5053,10458,19004,4486,3143,1965,61129,9737,4511,157,100107,44552,15797,13381,2546,812,2200,135777,112741,37961,6771,1,2019,"2325 Crenshaw Boulevard, Torrance, California",-118.3304749,33.8245336,-118.3413606,33.8371392,"Pass","Torrance, California",33.8371392,-118.3413606
133,"Single Asset","Residential","Unidentified Buyer/s","Triwest Development","Rancho Palos Verdes","Single Family, Residential","2950 Crownview Dr","Other","Fund Manager",2.575,1,4602,NA,"2021-06","Torrance",3889.91211702618,0.08,6584102,6000246,583856,8.9,929997.831285947,2021,"7875","20614","41858","3604","469","609","19906",25,"39616","7948","13895","2948","5437",240,2457,9915,1428,6518,4732,2429,5778,10771,15625,4602,2919,2430,54889,9411,5274,270,100392,45316,16178,13553,2389,1580,3370,137328,110769,41777,5476,1,2021,"2950 Crownview Dr, Rancho Palos Verdes, California",-118.328751,33.749032,-118.3707683,33.7483311,"Pass","Torrance, California",33.8371392,-118.3413606
47,"Single Asset","Residential","Raintree Partners","Unidentified Seller/s","Torrance","Multi-Family, Residential","SaltAire","Fund Manager","Other",2.575,1,NA,NA,"2022-06","Torrance",2048.71853296777,1.21,6578815,6299466,279349,4.2,1098589.31268547,2022,"8469","19036","52068","3272","252","577","12776",26.2,"39709","10388","14193","3737","5617",49,4374,8530,2678,6284,5274,2608,5884,10702,14830,7125,3048,2258,60707,7909,4797,231,108406,44244,15625,13024,2509,1462,2886,135693,106012,43494,4673,1,2022,"SaltAire, Torrance, California",-118.361825,33.8441954,-118.3413606,33.8371392,"Pass","Torrance, California",33.8371392,-118.3413606
2117,"Single Asset","Retail","Phillips Edison & Company, Unidentified Buyer/s","Unidentified Seller/s","Tracy","Shopping Center, Retail","Red Maple Village","Fund Manager, Other","Other",58.5043582905806,NA,97591,NA,"2013-09","Tracy",3136.76749020341,0.08,312150,274185,37965,12.2,339483.633545246,2013,"8119","17976","26811","6386","1604","883","1146",42.3,"12239","6344","9482","5473","5130",661,4082,4215,2155,5130,2016,747,2139,4814,5804,3629,1387,1889,32651,3682,2335,0,75763,22427,5146,3153,828,865,1884,74459,61352,18084,10080,0,2013,"Red Maple Village, Tracy, California",-121.4327153,37.7121868,-121.420139,37.7385507,"Pass","Tracy, California",37.7385507,-121.420139
1279,"Single Asset","Retail","Blackstone Group","Hall Equities Group","Turlock","Hotel, Retail, Shopping Center","Monte Vista Crossings","Fund Manager","Fund Manager",58.5043582905806,NA,1400000,NA,"2015-08","Turlock",3861.78674596797,0.14,240528,218094,22434,9.3,258326.003849811,2015,"4293","14752","25573","2337","213","244","1068",23.9,"10679","5113","6625","3903","4715",1880,1518,3779,1386,4163,2099,440,1239,2110,8853,1610,1053,905,23521,6044,1470,0,54842,19915,7210,3791,2676,1068,2941,68637,44242,30286,3107,1,2015,"Monte Vista Crossings, Turlock, California",-120.8805541,37.5165129,-120.8465941,37.4946568,"Pass","Turlock, California",37.4946568,-120.8465941
1470,"Single Asset","Retail","Cadence Capital Investments LLC, Oakwood Real Estate Partners","Unidentified Seller/s","Tustin","Retail","Tustin Retail","Fund Manager","Other",58.5043582905806,NA,44500,NA,"2015-04","Tustin",488.312271675434,0.12,6574427,6141816,432611,6.6,602403.062496671,2015,"7451","12424","31215","4475","1195","1097","1840",25.4,"15787","7688","9888","2663","5546",159,2332,5016,1552,3527,1411,568,3654,6239,7034,5555,3479,1046,33619,3831,4085,37,73800,21813,4821,1992,677,1344,1810,72959,52203,25691,7396,0,2015,"Tustin Retail, Tustin, California",-117.8236391,33.7420005,-117.826166,33.7458511,"Pass","Tustin, California",33.7458511,-117.826166
1449,"Single Asset","Office","Unidentified Buyer/s","Klingbeil Medical Partners","Tustin","Office, Medical Office","Tustin Medical Arts Center","Other","Fund Manager",14.5,NA,45800,NA,"2015-05","Tustin",1089.92904229015,0.12,6569291,6146489,422802,6.4,602909.393319282,2015,"7451","12424","31215","4475","1195","1097","1840",25.4,"15787","7688","9888","2663","5546",159,2332,5016,1552,3527,1411,568,3654,6239,7034,5555,3479,1046,33619,3831,4085,37,73800,21813,4821,1992,677,1344,1810,72959,52203,25691,7396,0,2015,"Tustin Medical Arts Center, Tustin, California",-117.814643,33.743837,-117.826166,33.7458511,"Pass","Tustin, California",33.7458511,-117.826166
1276,"Single Asset","Office","Atlantic Creek Real Estate Partners, Harbor Associates","Atlantic Creek Real Estate Partners","Tustin","Office, Creative/Loft","Bespoke Tustin","Fund Manager, Fund Manager","Fund Manager",6.08,NA,39762,NA,"2015-08","Tustin",488.312271675434,0.14,6542891,6157022,385869,5.9,606425.169019053,2015,"7451","12424","31215","4475","1195","1097","1840",25.4,"15787","7688","9888","2663","5546",159,2332,5016,1552,3527,1411,568,3654,6239,7034,5555,3479,1046,33619,3831,4085,37,73800,21813,4821,1992,677,1344,1810,72959,52203,25691,7396,0,2015,"Bespoke Tustin, Tustin, California",-117.8236391,33.7420005,-117.826166,33.7458511,"Pass","Tustin, California",33.7458511,-117.826166
876,"Single Asset","Retail","Unidentified Buyer/s","Cadence Capital Investments LLC, Oakwood Real Estate Partners","Tustin","Retail","Tustin Retail","Other","Fund Manager",6.08,NA,44500,NA,"2016-06","Tustin",488.312271675434,0.38,6612824,6281641,331183,5,629933.547613122,2016,"5756","12314","33403","6354","555","616","2841",25.3,"22098","6618","10349","2499","4139",1006,864,5592,2423,3989,1306,855,5166,7834,8256,4419,3351,642,38579,3750,3094,280,71601,24769,4611,2995,842,376,1801,73430,51808,26119,6719,0,2016,"Tustin Retail, Tustin, California",-117.8236391,33.7420005,-117.826166,33.7458511,"Pass","Tustin, California",33.7458511,-117.826166
841,"Single Asset","Residential","Raintree Partners","AvalonBay Communities","Tustin","Residential, Multi-Family","Axiom Tustin","Fund Manager","Fund Manager",163.55,NA,NA,NA,"2016-07","Tustin",1905.73493003258,0.39,6624792,6292601,332191,5,633459.647205755,2016,"5756","12314","33403","6354","555","616","2841",25.3,"22098","6618","10349","2499","4139",1006,864,5592,2423,3989,1306,855,5166,7834,8256,4419,3351,642,38579,3750,3094,280,71601,24769,4611,2995,842,376,1801,73430,51808,26119,6719,0,2016,"Axiom Tustin, Tustin, California",-117.8106287,33.7346197,-117.826166,33.7458511,"Pass","Tustin, California",33.7458511,-117.826166
684,"Single Asset","Office","Dunbar Real Estate Investment Management","Unidentified Seller/s","Tustin","Office, Medical Office","2492 Walnut Avenue","Fund Manager","Other",163.55,NA,43967,NA,"2016-11","Tustin",3527.66649678913,0.41,6658420,6329773,328647,4.9,621132.442924997,2016,"5756","12314","33403","6354","555","616","2841",25.3,"22098","6618","10349","2499","4139",1006,864,5592,2423,3989,1306,855,5166,7834,8256,4419,3351,642,38579,3750,3094,280,71601,24769,4611,2995,842,376,1801,73430,51808,26119,6719,0,2016,"2492 Walnut Avenue, Tustin, California",-117.8101854,33.7170831,-117.826166,33.7458511,"Pass","Tustin, California",33.7458511,-117.826166
1492,"Single Asset","Industrial","Terreno Realty Corporation","Unidentified Seller/s","Union City","Industrial, Distribution Warehouse","30180 Ahern Avenue","Fund Manager","Other",7.4,NA,65000,NA,"2015-03","Union City",5310.95011218006,0.11,2466406,2355195,111211,4.5,589646.182126609,2015,"6306","7206","17628","2589","3215","195","1272",37.6,"15774","5048","8160","3008","5446",41,1867,5668,1174,3348,3156,1100,1973,5787,7717,2212,1157,2236,30887,5178,1347,24,96376,18586,5792,3307,1331,1136,1444,72116,55650,22261,2241,0,2015,"30180 Ahern Avenue, Union City, California",-122.0758453,37.6079249,-122.0215737,37.5872576,"Pass","Union City, California",37.5872576,-122.0215737
97,"Single Asset","Industrial","Lift Partners","Unidentified Seller/s","Union City","Distribution Warehouse, Industrial","34343 Zwissig Way","Fund Manager","Other",7.4,1,51934,NA,"2021-11","Union City",1063.82739457844,0.08,2495872,2390434,105438,4.2,1089023.03181488,2021,"2715","8518","18745","4282","405","169","9806",28.6,"16261","5725","6644","1169","5407",0,1252,5146,371,3413,3418,1508,1903,5045,7842,2860,1030,1418,29074,4331,1726,75,114700,18377,6214,4816,923,1811,1572,66678,50587,23223,1843,0,2021,"34343 Zwissig Way, Union City, California",-122.0116825,37.5927254,-122.0215737,37.5872576,"Pass","Union City, California",37.5872576,-122.0215737
2333,"Single Asset","Retail","Unidentified Buyer/s","Apollo Global Management","Upland","Retail","2419 North Euclid Avenue","Other","Fund Manager",2.7,NA,41957,NA,"2013-02","Upland",6070.11459451444,0.15,1881473,1683238,198235,10.5,356531.325235869,2013,"6032","11089","27618","4236","907","651","637",32,"13443","6923","9087","2653","3237",287,1919,2764,1429,3777,1839,822,2728,3049,9119,3953,2073,1584,27303,5816,2224,0,56782,21544,6334,3349,1562,1201,2290,65257,48208,22814,9728,1,2013,"2419 North Euclid Avenue, Upland, California",-117.6527236,34.1519205,-117.6483876,34.09751,"Pass","Upland, California",34.09751,-117.6483876
2086,"Single Asset","Residential","MG Properties","Sares Regis Group","Upland","Residential, Multi-Family","Stoneridge Apartments","Fund Manager","Fund Manager",42,NA,253450,NA,"2013-10","Upland",2902.9255271956,0.09,1888145,1708513,179632,9.5,398326.448343451,2013,"6032","11089","27618","4236","907","651","637",32,"13443","6923","9087","2653","3237",287,1919,2764,1429,3777,1839,822,2728,3049,9119,3953,2073,1584,27303,5816,2224,0,56782,21544,6334,3349,1562,1201,2290,65257,48208,22814,9728,1,2013,"Stoneridge Apartments, Upland, California",-117.6791967,34.0921155,-117.6483876,34.09751,"Pass","Upland, California",34.09751,-117.6483876
2817,"Single Asset","Residential","Green Leaf Capital Partners, 29th Street Capital","Bridge Investment Group","Vacaville","Residential, Multi-Family","Camden Parc","Fund Manager, Fund Manager","Fund Manager",5.55,NA,48216,NA,"2011-05","Vacaville",1468.68457367344,0.09,201161,175858,25303,12.6,247866.687771574,2011,"5981","13733","32142","4048","461","1035","1486",24.1,"13087","9747","9782","4051","4369",34,3022,2887,861,5178,2057,651,1825,3029,11367,3436,1241,5448,27615,11718,1703,0,71743,27287,7945,6817,1142,722,2558,75524,65722,20942,8760,0,2011,"Camden Parc, Vacaville, California",-121.9709243,38.356266,-121.9877444,38.3565773,"Pass","Vacaville, California",38.3565773,-121.9877444
380,"Single Asset","Residential","ROEM Development","Unidentified Seller/s","Vacaville","Residential, Multi-Family, Garden/Low Rise Multi-Family","Alamo Garden Apartments","Fund Manager","Other",16.9,NA,114680,NA,"2017-08","Vacaville",2234.88562410527,1.16,208287,198485,9802,4.7,434770.481295117,2017,"6151","11449","36646","5562","421","454","1978",29.2,"14239","9504","9688","6022","5139",249,4219,3336,1402,3521,2674,682,2496,4199,10692,4452,2670,4000,30613,10741,3190,48,80425,26666,10132,9743,1269,963,3049,87538,69989,31699,4348,0,2017,"Alamo Garden Apartments, Vacaville, California",-121.9825546,38.3369179,-121.9877444,38.3565773,"Pass","Vacaville, California",38.3565773,-121.9877444
288,"Single Asset","Residential","Waterton","Kennedy Wilson, Unidentified Seller/s","Vallejo","Residential, Multi-Family","Bay Village Apartments","Fund Manager","Fund Manager, Other",64.5,NA,NA,NA,"2018-11","Vallejo",3103.83300303847,2.2,209710,201352,8358,4,447353.962677162,2018,"7151","15690","41065","10273","3553","928","1550",38.1,"19927","11341","13340","5352","10165",728,4558,4489,1368,7084,5428,1097,2482,6252,14718,6330,2235,3356,45974,10269,3813,69,77543,34699,11895,9581,2972,1234,4504,116622,86305,44552,4643,1,2018,"Bay Village Apartments, Vallejo, California",-122.2393772,38.0797368,-122.2566367,38.1040864,"Pass","Vallejo, California",38.1040864,-122.2566367
80,"Portfolio","Industrial","LBA Realty","Unidentified Seller/s","American Canyon","Distribution Warehouse, Industrial, Logistics, Restaurant, Retail","89 South Kelly Road, 75 South Kelly Road","Fund Manager","Other",56.5,NA,266729,NA,"2021-12","Vallejo",3323.01324110777,0.08,201169,190236,10933,5.4,577146.304714898,2021,"6177","16275","38323","6901","1511","906","6039",34.3,"18985","10802","13414","5328","8321",306,3305,4999,621,6308,4532,1945,2878,7095,13635,4035,3045,4146,42739,9844,4114,153,77711,33785,15156,13841,2170,2792,5762,115597,86720,47319,8835,1,2021,"89 South Kelly Road, American Canyon, California",-122.2573525,38.2083272,-122.255183,38.1785248,"Pass","Vallejo, California",38.1040864,-122.2566367
1464,"Single Asset","Retail","Cohen Equities","Unidentified Seller/s","Visalia","Retail, Shopping Center","Shops at Visalia Pavilion","Fund Manager","Other",58.5043582905806,NA,33359,NA,"2015-04","Visalia",410.759071108671,0.12,202583,178504,24079,11.9,176737.651025024,2015,"14019","22212","43029","3455","427","381","1098",23.6,"16180","10562","11596","6518","5702",2307,2186,4605,1086,5041,3350,630,2228,5528,11024,5776,2156,4641,38711,8893,2625,329,52599,32678,12772,6847,3387,2412,6288,119475,77515,54770,9763,1,2015,"Shops at Visalia Pavilion, Visalia, California",-119.2966367,36.3301329,-119.292058,36.3302284,"Pass","Visalia, California",36.3302284,-119.292058
